dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,,,,,,
geoId-VNM,2003,,,,,,
geoId-VNM,2004,234.0,123.0,66.0,16.0,29.0,
geoId-VNM,2005,247.0,134.0,97.0,16.0,,
geoId-VNM,2006,255.0,138.0,99.0,18.0,,
geoId-VNM,2007,275.0,146.0,111.0,18.0,,
geoId-VNM,2008,289.0,156.0,112.0,21.0,,
geoId-VNM,2009,306.0,168.0,110.0,28.0,,
geoId-VNM,2010,313.0,170.0,115.0,28.0,,
geoId-VNM,2011,317.0,173.0,111.0,29.0,4.0,
geoId-VNM,2012,315.0,172.0,110.0,28.0,4.0,1.0
geoId-VNM,2013,316.0,173.0,110.0,28.0,4.0,1.0
geoId-VNM,2014,321.0,175.0,110.0,31.0,4.0,1.0
geoId-VNM,2015,320.0,175.0,114.0,31.0,,
geoId-VNM,2016,333.0,176.0,124.0,21.0,1.0,11.0
geoId-VNM,2017,337.0,176.0,128.0,21.0,1.0,11.0
geoId-VNM,2019,322.0,171.0,112.0,29.0,6.0,4.0
geoId-VNM,2020,300.0,148.0,98.0,29.0,21.0,4.0
geoId-VNM,2021,295.0,140.0,96.0,29.0,26.0,4.0
