dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,1597.0,922.0,437.0,57.0,125.0,56.0
geoId-VNM,2003,1670.0,945.0,472.0,68.0,136.0,49.0
geoId-VNM,2004,1738.0,972.0,491.0,81.0,145.0,49.0
geoId-VNM,2005,1808.0,995.0,543.0,120.0,132.0,18.0
geoId-VNM,2006,1895.0,1044.0,575.0,103.0,127.0,46.0
geoId-VNM,2007,1951.0,1069.0,602.0,121.0,114.0,45.0
geoId-VNM,2008,2030.0,1108.0,640.0,143.0,104.0,35.0
geoId-VNM,2009,2087.0,1137.0,671.0,152.0,88.0,39.0
geoId-VNM,2010,2151.0,1172.0,709.0,159.0,78.0,33.0
geoId-VNM,2011,2180.0,1195.0,718.0,164.0,69.0,34.0
geoId-VNM,2012,2224.0,1227.0,741.0,175.0,54.0,27.0
geoId-VNM,2013,2247.0,1233.0,747.0,177.0,57.0,33.0
geoId-VNM,2014,2261.0,1239.0,749.0,182.0,60.0,31.0
geoId-VNM,2015,2272.0,1241.0,756.0,184.0,60.0,31.0
geoId-VNM,2016,2283.0,1242.0,761.0,186.0,61.0,33.0
geoId-VNM,2017,2297.0,1252.0,765.0,187.0,60.0,33.0
geoId-VNM,2019,2173.0,1130.0,696.0,184.0,124.0,39.0
geoId-VNM,2020,2117.0,1073.0,653.0,184.0,164.0,43.0
geoId-VNM,2021,2085.0,1038.0,639.0,184.0,181.0,43.0
