dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,281.0,139.0,120.0,22.0,,
geoId-VNM,2003,283.0,139.0,121.0,23.0,,
geoId-VNM,2004,284.0,139.0,121.0,24.0,,
geoId-VNM,2005,284.0,139.0,121.0,24.0,,
geoId-VNM,2006,284.0,139.0,121.0,24.0,,
geoId-VNM,2007,285.0,139.0,121.0,25.0,,
geoId-VNM,2008,285.0,140.0,120.0,25.0,,
geoId-VNM,2009,285.0,140.0,120.0,25.0,,
geoId-VNM,2010,285.0,140.0,120.0,25.0,,
geoId-VNM,2011,287.0,140.0,120.0,27.0,,
geoId-VNM,2012,287.0,140.0,120.0,27.0,,
geoId-VNM,2013,285.0,140.0,119.0,26.0,,
geoId-VNM,2014,262.0,121.0,118.0,23.0,,
geoId-VNM,2015,262.0,121.0,118.0,23.0,,
geoId-VNM,2016,262.0,121.0,118.0,23.0,,
geoId-VNM,2017,262.0,121.0,118.0,23.0,,
geoId-VNM,2019,262.0,121.0,115.0,22.0,2.0,2.0
geoId-VNM,2020,251.0,116.0,108.0,22.0,3.0,2.0
geoId-VNM,2021,252.0,116.0,107.0,22.0,4.0,3.0
