dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,613.0,293.0,281.0,39.0,,
geoId-VNM,2003,608.0,293.0,276.0,39.0,,
geoId-VNM,2004,608.0,293.0,276.0,39.0,,
geoId-VNM,2005,609.0,294.0,276.0,39.0,,
geoId-VNM,2006,610.0,294.0,276.0,40.0,,
geoId-VNM,2007,609.0,294.0,274.0,41.0,,
geoId-VNM,2008,608.0,293.0,274.0,41.0,,
geoId-VNM,2009,606.0,293.0,272.0,41.0,,
geoId-VNM,2010,603.0,293.0,270.0,40.0,,
geoId-VNM,2011,604.0,293.0,271.0,40.0,,
geoId-VNM,2012,604.0,293.0,271.0,40.0,,
geoId-VNM,2013,606.0,295.0,271.0,40.0,,
geoId-VNM,2014,605.0,295.0,271.0,39.0,,
geoId-VNM,2015,603.0,295.0,269.0,39.0,,
geoId-VNM,2016,601.0,295.0,267.0,39.0,,
geoId-VNM,2017,601.0,295.0,267.0,39.0,,
geoId-VNM,2019,431.0,119.0,107.0,39.0,166.0,
geoId-VNM,2020,432.0,120.0,106.0,39.0,167.0,0.0
geoId-VNM,2021,432.0,120.0,106.0,39.0,167.0,0.0
