dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,676.0,418.0,190.0,25.0,29.0,14.0
geoId-VNM,2003,704.0,426.0,217.0,29.0,22.0,10.0
geoId-VNM,2004,581.0,352.0,174.0,26.0,21.0,8.0
geoId-VNM,2005,594.0,360.0,180.0,29.0,18.0,7.0
geoId-VNM,2006,622.0,379.0,198.0,32.0,7.0,6.0
geoId-VNM,2007,636.0,382.0,203.0,40.0,7.0,4.0
geoId-VNM,2008,664.0,396.0,213.0,47.0,5.0,3.0
geoId-VNM,2009,666.0,397.0,214.0,49.0,6.0,
geoId-VNM,2010,682.0,410.0,214.0,52.0,6.0,
geoId-VNM,2011,695.0,417.0,221.0,52.0,5.0,
geoId-VNM,2012,700.0,422.0,223.0,52.0,3.0,
geoId-VNM,2013,709.0,422.0,226.0,52.0,6.0,3.0
geoId-VNM,2014,708.0,422.0,226.0,52.0,6.0,2.0
geoId-VNM,2015,710.0,424.0,226.0,52.0,6.0,2.0
geoId-VNM,2016,712.0,423.0,227.0,52.0,6.0,4.0
geoId-VNM,2017,714.0,425.0,227.0,52.0,6.0,4.0
geoId-VNM,2019,699.0,408.0,227.0,53.0,7.0,4.0
geoId-VNM,2020,691.0,398.0,224.0,53.0,11.0,5.0
geoId-VNM,2021,686.0,388.0,222.0,54.0,17.0,5.0
