dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,189.0,116.0,43.0,2.0,,28.0
geoId-VNM,2003,189.0,117.0,44.0,2.0,,26.0
geoId-VNM,2004,194.0,122.0,43.0,4.0,,25.0
geoId-VNM,2005,205.0,129.0,48.0,11.0,,17.0
geoId-VNM,2006,206.0,131.0,49.0,12.0,,14.0
geoId-VNM,2007,208.0,131.0,51.0,14.0,,12.0
geoId-VNM,2008,210.0,129.0,53.0,14.0,1.0,13.0
geoId-VNM,2009,211.0,129.0,54.0,14.0,2.0,12.0
geoId-VNM,2010,219.0,133.0,57.0,17.0,2.0,10.0
geoId-VNM,2011,233.0,136.0,64.0,21.0,2.0,10.0
geoId-VNM,2012,228.0,136.0,66.0,21.0,,5.0
geoId-VNM,2013,240.0,136.0,66.0,22.0,5.0,11.0
geoId-VNM,2014,243.0,139.0,68.0,23.0,3.0,10.0
geoId-VNM,2015,251.0,145.0,69.0,24.0,3.0,10.0
geoId-VNM,2016,259.0,151.0,71.0,24.0,3.0,10.0
geoId-VNM,2017,262.0,152.0,72.0,24.0,3.0,11.0
geoId-VNM,2019,265.0,149.0,75.0,23.0,5.0,13.0
geoId-VNM,2020,272.0,154.0,77.0,24.0,4.0,13.0
geoId-VNM,2021,281.0,158.0,79.0,26.0,5.0,13.0
