dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,760.0,435.0,216.0,63.0,6.0,40.0
geoId-VNM,2003,774.0,440.0,222.0,67.0,4.0,41.0
geoId-VNM,2004,785.0,444.0,223.0,70.0,3.0,45.0
geoId-VNM,2005,809.0,457.0,232.0,72.0,2.0,46.0
geoId-VNM,2006,813.0,458.0,231.0,76.0,2.0,46.0
geoId-VNM,2007,831.0,467.0,231.0,81.0,2.0,50.0
geoId-VNM,2008,843.0,467.0,239.0,81.0,1.0,55.0
geoId-VNM,2009,862.0,470.0,241.0,82.0,1.0,68.0
geoId-VNM,2010,881.0,468.0,245.0,100.0,6.0,62.0
geoId-VNM,2011,914.0,470.0,255.0,132.0,6.0,51.0
geoId-VNM,2012,917.0,474.0,252.0,120.0,7.0,64.0
geoId-VNM,2013,922.0,476.0,255.0,120.0,5.0,66.0
geoId-VNM,2014,938.0,482.0,259.0,125.0,5.0,67.0
geoId-VNM,2015,944.0,490.0,260.0,123.0,4.0,67.0
geoId-VNM,2016,950.0,493.0,266.0,123.0,4.0,64.0
geoId-VNM,2017,952.0,489.0,271.0,120.0,4.0,68.0
geoId-VNM,2019,979.0,500.0,275.0,123.0,5.0,76.0
geoId-VNM,2020,992.0,507.0,277.0,123.0,6.0,79.0
geoId-VNM,2021,1004.0,514.0,279.0,124.0,7.0,80.0
