dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,374.0,237.0,89.0,13.0,17.0,18.0
geoId-VNM,2003,392.0,243.0,103.0,28.0,14.0,4.0
geoId-VNM,2004,394.0,243.0,104.0,28.0,14.0,5.0
geoId-VNM,2005,401.0,247.0,108.0,28.0,12.0,6.0
geoId-VNM,2006,407.0,244.0,115.0,29.0,13.0,6.0
geoId-VNM,2007,404.0,239.0,114.0,29.0,14.0,8.0
geoId-VNM,2008,408.0,239.0,115.0,30.0,14.0,10.0
geoId-VNM,2009,419.0,247.0,122.0,31.0,9.0,10.0
geoId-VNM,2010,419.0,247.0,122.0,31.0,9.0,10.0
geoId-VNM,2011,422.0,246.0,122.0,33.0,10.0,11.0
geoId-VNM,2012,427.0,249.0,122.0,33.0,10.0,13.0
geoId-VNM,2013,431.0,253.0,122.0,33.0,10.0,13.0
geoId-VNM,2014,436.0,255.0,126.0,33.0,8.0,14.0
geoId-VNM,2015,442.0,259.0,132.0,34.0,4.0,13.0
geoId-VNM,2016,445.0,261.0,132.0,34.0,3.0,15.0
geoId-VNM,2017,445.0,262.0,133.0,33.0,2.0,15.0
geoId-VNM,2019,372.0,190.0,114.0,30.0,25.0,13.0
geoId-VNM,2020,371.0,185.0,110.0,30.0,33.0,13.0
geoId-VNM,2021,374.0,184.0,112.0,31.0,34.0,13.0
