dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,355.0,155.0,94.0,20.0,81.0,5.0
geoId-VNM,2003,366.0,152.0,104.0,20.0,85.0,5.0
geoId-VNM,2004,377.0,165.0,116.0,21.0,71.0,4.0
geoId-VNM,2005,388.0,174.0,126.0,21.0,63.0,4.0
geoId-VNM,2006,391.0,177.0,131.0,21.0,58.0,4.0
geoId-VNM,2007,391.0,176.0,134.0,22.0,55.0,4.0
geoId-VNM,2008,395.0,182.0,141.0,23.0,48.0,1.0
geoId-VNM,2009,382.0,170.0,147.0,24.0,40.0,1.0
geoId-VNM,2010,381.0,169.0,148.0,24.0,39.0,1.0
geoId-VNM,2011,381.0,169.0,149.0,24.0,38.0,1.0
geoId-VNM,2012,381.0,169.0,150.0,24.0,37.0,1.0
geoId-VNM,2013,381.0,169.0,150.0,24.0,37.0,1.0
geoId-VNM,2014,380.0,168.0,149.0,24.0,38.0,1.0
geoId-VNM,2015,377.0,165.0,146.0,24.0,41.0,1.0
geoId-VNM,2016,266.0,52.0,53.0,24.0,136.0,1.0
geoId-VNM,2017,266.0,52.0,53.0,24.0,136.0,1.0
geoId-VNM,2019,267.0,53.0,53.0,24.0,135.0,2.0
geoId-VNM,2020,264.0,56.0,54.0,24.0,128.0,2.0
geoId-VNM,2021,264.0,57.0,53.0,23.0,128.0,3.0
