dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,455.0,199.0,180.0,33.0,43.0,
geoId-VNM,2003,462.0,203.0,187.0,33.0,39.0,
geoId-VNM,2004,464.0,210.0,194.0,33.0,27.0,
geoId-VNM,2005,479.0,215.0,204.0,32.0,28.0,
geoId-VNM,2006,484.0,219.0,209.0,32.0,24.0,
geoId-VNM,2007,487.0,221.0,210.0,34.0,22.0,
geoId-VNM,2008,478.0,216.0,205.0,35.0,22.0,
geoId-VNM,2009,481.0,216.0,206.0,38.0,21.0,
geoId-VNM,2010,486.0,219.0,210.0,38.0,19.0,
geoId-VNM,2011,489.0,221.0,211.0,38.0,19.0,
geoId-VNM,2012,486.0,220.0,210.0,37.0,19.0,
geoId-VNM,2013,484.0,216.0,209.0,37.0,22.0,
geoId-VNM,2014,482.0,214.0,206.0,37.0,24.0,1.0
geoId-VNM,2015,477.0,209.0,202.0,37.0,28.0,1.0
geoId-VNM,2016,427.0,159.0,143.0,37.0,78.0,10.0
geoId-VNM,2017,401.0,132.0,121.0,37.0,101.0,10.0
geoId-VNM,2019,303.0,35.0,44.0,36.0,176.0,12.0
geoId-VNM,2020,298.0,29.0,27.0,36.0,194.0,12.0
geoId-VNM,2021,297.0,28.0,27.0,36.0,194.0,12.0
