dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,2300.0,1408.0,623.0,156.0,11.0,102.0
geoId-VNM,2003,2350.0,1445.0,642.0,167.0,11.0,85.0
geoId-VNM,2004,2379.0,1442.0,663.0,184.0,9.0,81.0
geoId-VNM,2005,2426.0,1458.0,684.0,200.0,7.0,77.0
geoId-VNM,2006,2452.0,1468.0,696.0,206.0,7.0,75.0
geoId-VNM,2007,2492.0,1481.0,707.0,218.0,7.0,79.0
geoId-VNM,2008,2522.0,1485.0,725.0,218.0,7.0,87.0
geoId-VNM,2009,2541.0,1488.0,729.0,216.0,8.0,100.0
geoId-VNM,2010,2592.0,1493.0,739.0,244.0,18.0,98.0
geoId-VNM,2011,2640.0,1487.0,763.0,282.0,17.0,91.0
geoId-VNM,2012,2653.0,1494.0,771.0,274.0,17.0,97.0
geoId-VNM,2013,2677.0,1494.0,776.0,276.0,23.0,108.0
geoId-VNM,2014,2698.0,1501.0,787.0,279.0,20.0,111.0
geoId-VNM,2015,2716.0,1512.0,793.0,279.0,21.0,111.0
geoId-VNM,2016,2734.0,1521.0,801.0,281.0,21.0,110.0
geoId-VNM,2017,2751.0,1522.0,811.0,280.0,22.0,116.0
geoId-VNM,2019,2681.0,1439.0,786.0,280.0,51.0,125.0
geoId-VNM,2020,2675.0,1415.0,779.0,281.0,65.0,135.0
geoId-VNM,2021,2688.0,1416.0,781.0,284.0,71.0,136.0
