dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,283.0,136.0,34.0,8.0,94.0,11.0
geoId-VNM,2003,291.0,136.0,41.0,8.0,95.0,11.0
geoId-VNM,2004,327.0,145.0,68.0,16.0,92.0,6.0
geoId-VNM,2005,347.0,138.0,89.0,18.0,96.0,6.0
geoId-VNM,2006,369.0,146.0,110.0,18.0,89.0,6.0
geoId-VNM,2007,375.0,150.0,116.0,18.0,83.0,8.0
geoId-VNM,2008,381.0,156.0,128.0,18.0,70.0,9.0
geoId-VNM,2009,399.0,173.0,147.0,19.0,52.0,8.0
geoId-VNM,2010,408.0,178.0,156.0,21.0,45.0,8.0
geoId-VNM,2011,415.0,184.0,161.0,22.0,40.0,8.0
geoId-VNM,2012,420.0,189.0,165.0,22.0,36.0,8.0
geoId-VNM,2013,424.0,193.0,166.0,22.0,34.0,9.0
geoId-VNM,2014,425.0,193.0,167.0,22.0,34.0,9.0
geoId-VNM,2015,430.0,197.0,171.0,23.0,30.0,9.0
geoId-VNM,2016,429.0,196.0,171.0,23.0,30.0,9.0
geoId-VNM,2017,427.0,196.0,169.0,22.0,30.0,10.0
geoId-VNM,2019,405.0,174.0,154.0,22.0,45.0,10.0
geoId-VNM,2020,404.0,173.0,154.0,22.0,45.0,10.0
geoId-VNM,2021,404.0,173.0,150.0,22.0,45.0,14.0
