dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,263.0,147.0,83.0,17.0,9.0,7.0
geoId-VNM,2003,272.0,151.0,88.0,19.0,9.0,5.0
geoId-VNM,2004,279.0,154.0,90.0,22.0,9.0,4.0
geoId-VNM,2005,283.0,157.0,92.0,22.0,8.0,4.0
geoId-VNM,2006,287.0,157.0,92.0,23.0,10.0,5.0
geoId-VNM,2007,297.0,159.0,99.0,23.0,10.0,6.0
geoId-VNM,2008,295.0,162.0,93.0,23.0,9.0,8.0
geoId-VNM,2009,299.0,165.0,96.0,23.0,7.0,8.0
geoId-VNM,2010,298.0,163.0,96.0,23.0,8.0,8.0
geoId-VNM,2011,306.0,170.0,99.0,25.0,6.0,6.0
geoId-VNM,2012,307.0,169.0,100.0,24.0,6.0,8.0
geoId-VNM,2013,307.0,169.0,101.0,24.0,5.0,8.0
geoId-VNM,2014,307.0,167.0,101.0,26.0,5.0,8.0
geoId-VNM,2015,308.0,168.0,101.0,26.0,5.0,8.0
geoId-VNM,2016,308.0,169.0,102.0,25.0,4.0,8.0
geoId-VNM,2017,309.0,169.0,104.0,25.0,3.0,8.0
geoId-VNM,2019,232.0,94.0,65.0,25.0,40.0,8.0
geoId-VNM,2020,233.0,95.0,65.0,25.0,40.0,8.0
geoId-VNM,2021,232.0,96.0,65.0,25.0,38.0,8.0
