dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,751.0,354.0,335.0,58.0,2.0,2.0
geoId-VNM,2003,755.0,357.0,335.0,59.0,2.0,2.0
geoId-VNM,2004,758.0,358.0,336.0,59.0,2.0,3.0
geoId-VNM,2005,760.0,358.0,337.0,61.0,2.0,2.0
geoId-VNM,2006,763.0,359.0,337.0,63.0,2.0,2.0
geoId-VNM,2007,769.0,361.0,337.0,67.0,2.0,2.0
geoId-VNM,2008,,,,,,
geoId-VNM,2009,,,,,,
geoId-VNM,2010,,,,,,
geoId-VNM,2011,,,,,,
geoId-VNM,2012,,,,,,
geoId-VNM,2013,,,,,,
geoId-VNM,2014,,,,,,
geoId-VNM,2015,,,,,,
geoId-VNM,2016,,,,,,
geoId-VNM,2017,,,,,,
geoId-VNM,2019,,,,,,
geoId-VNM,2020,,,,,,
geoId-VNM,2021,,,,,,
