dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,396.0,229.0,129.0,25.0,4.0,9.0
geoId-VNM,2003,396.0,229.0,131.0,26.0,4.0,6.0
geoId-VNM,2004,400.0,229.0,134.0,29.0,3.0,5.0
geoId-VNM,2005,414.0,235.0,140.0,31.0,3.0,5.0
geoId-VNM,2006,416.0,232.0,145.0,33.0,3.0,3.0
geoId-VNM,2007,425.0,234.0,153.0,33.0,2.0,3.0
geoId-VNM,2008,439.0,230.0,165.0,34.0,7.0,3.0
geoId-VNM,2009,438.0,228.0,165.0,33.0,9.0,3.0
geoId-VNM,2010,441.0,224.0,165.0,35.0,13.0,4.0
geoId-VNM,2011,437.0,222.0,166.0,35.0,10.0,4.0
geoId-VNM,2012,442.0,218.0,166.0,36.0,19.0,3.0
geoId-VNM,2013,437.0,217.0,161.0,37.0,20.0,2.0
geoId-VNM,2014,443.0,216.0,166.0,37.0,22.0,2.0
geoId-VNM,2015,445.0,218.0,168.0,37.0,20.0,2.0
geoId-VNM,2016,445.0,218.0,168.0,37.0,20.0,2.0
geoId-VNM,2017,441.0,217.0,168.0,36.0,18.0,2.0
geoId-VNM,2019,390.0,166.0,146.0,36.0,39.0,3.0
geoId-VNM,2020,379.0,157.0,133.0,36.0,50.0,3.0
geoId-VNM,2021,377.0,155.0,130.0,36.0,52.0,4.0
