dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,6823.0,3880.0,2326.0,409.0,109.0,99.0
geoId-VNM,2003,6876.0,3883.0,2361.0,436.0,112.0,84.0
geoId-VNM,2004,6920.0,3852.0,2412.0,466.0,120.0,70.0
geoId-VNM,2005,6961.0,3857.0,2441.0,488.0,113.0,62.0
geoId-VNM,2006,6981.0,3820.0,2489.0,517.0,106.0,49.0
geoId-VNM,2007,6999.0,3804.0,2515.0,535.0,98.0,47.0
geoId-VNM,2008,7030.0,3814.0,2530.0,547.0,98.0,41.0
geoId-VNM,2009,7051.0,3798.0,2542.0,567.0,109.0,35.0
geoId-VNM,2010,7040.0,3787.0,2541.0,579.0,105.0,28.0
geoId-VNM,2011,7051.0,3791.0,2547.0,580.0,102.0,31.0
geoId-VNM,2012,7059.0,3767.0,2536.0,585.0,132.0,39.0
geoId-VNM,2013,7021.0,3745.0,2508.0,580.0,145.0,43.0
geoId-VNM,2014,7000.0,3718.0,2507.0,581.0,147.0,47.0
geoId-VNM,2015,7012.0,3713.0,2517.0,581.0,148.0,53.0
geoId-VNM,2016,7006.0,3700.0,2515.0,579.0,159.0,53.0
geoId-VNM,2017,6983.0,3675.0,2504.0,578.0,168.0,58.0
geoId-VNM,2019,6519.0,3253.0,2293.0,557.0,349.0,67.0
geoId-VNM,2020,6400.0,3147.0,2210.0,557.0,411.0,75.0
geoId-VNM,2021,6352.0,3106.0,2180.0,560.0,425.0,81.0
