dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,1230.0,678.0,445.0,82.0,24.0,1.0
geoId-VNM,2003,1231.0,675.0,446.0,83.0,26.0,1.0
geoId-VNM,2004,1187.0,631.0,443.0,84.0,29.0,
geoId-VNM,2005,1170.0,615.0,440.0,84.0,30.0,1.0
geoId-VNM,2006,1129.0,575.0,436.0,89.0,28.0,1.0
geoId-VNM,2007,1119.0,565.0,438.0,89.0,26.0,1.0
geoId-VNM,2008,1105.0,570.0,427.0,90.0,18.0,
geoId-VNM,2009,1071.0,551.0,405.0,90.0,24.0,1.0
geoId-VNM,2010,1056.0,542.0,398.0,90.0,26.0,
geoId-VNM,2011,1043.0,538.0,386.0,91.0,27.0,1.0
geoId-VNM,2012,1042.0,538.0,388.0,91.0,24.0,1.0
geoId-VNM,2013,1042.0,541.0,389.0,90.0,21.0,1.0
geoId-VNM,2014,1041.0,543.0,388.0,89.0,20.0,1.0
geoId-VNM,2015,1044.0,544.0,393.0,88.0,18.0,1.0
geoId-VNM,2016,1044.0,542.0,390.0,89.0,22.0,1.0
geoId-VNM,2017,1045.0,541.0,391.0,90.0,22.0,1.0
geoId-VNM,2019,1013.0,522.0,377.0,88.0,25.0,1.0
geoId-VNM,2020,994.0,504.0,372.0,89.0,28.0,1.0
geoId-VNM,2021,987.0,496.0,370.0,89.0,31.0,1.0
