dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,333.0,173.0,60.0,9.0,75.0,16.0
geoId-VNM,2003,343.0,168.0,66.0,9.0,84.0,16.0
geoId-VNM,2004,347.0,153.0,72.0,13.0,97.0,12.0
geoId-VNM,2005,364.0,166.0,88.0,17.0,84.0,9.0
geoId-VNM,2006,371.0,172.0,94.0,16.0,79.0,10.0
geoId-VNM,2007,384.0,181.0,100.0,17.0,76.0,10.0
geoId-VNM,2008,396.0,187.0,107.0,20.0,73.0,9.0
geoId-VNM,2009,409.0,194.0,116.0,21.0,70.0,8.0
geoId-VNM,2010,423.0,208.0,121.0,21.0,65.0,8.0
geoId-VNM,2011,458.0,241.0,153.0,22.0,34.0,8.0
geoId-VNM,2012,461.0,242.0,156.0,23.0,33.0,7.0
geoId-VNM,2013,462.0,243.0,157.0,23.0,32.0,7.0
geoId-VNM,2014,465.0,245.0,160.0,23.0,30.0,7.0
geoId-VNM,2015,466.0,246.0,160.0,23.0,30.0,7.0
geoId-VNM,2016,467.0,247.0,161.0,23.0,29.0,7.0
geoId-VNM,2017,467.0,247.0,162.0,24.0,28.0,6.0
geoId-VNM,2019,346.0,132.0,100.0,24.0,84.0,6.0
geoId-VNM,2020,343.0,130.0,99.0,24.0,84.0,6.0
geoId-VNM,2021,340.0,127.0,98.0,24.0,85.0,6.0
