dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,308.0,149.0,130.0,29.0,,
geoId-VNM,2003,308.0,149.0,131.0,28.0,,
geoId-VNM,2004,310.0,149.0,132.0,29.0,,
geoId-VNM,2005,317.0,150.0,133.0,34.0,,
geoId-VNM,2006,318.0,150.0,133.0,35.0,,
geoId-VNM,2007,322.0,150.0,136.0,36.0,,
geoId-VNM,2008,321.0,150.0,134.0,37.0,,
geoId-VNM,2009,321.0,150.0,134.0,37.0,,
geoId-VNM,2010,319.0,148.0,134.0,37.0,,
geoId-VNM,2011,322.0,152.0,134.0,36.0,,
geoId-VNM,2012,321.0,152.0,134.0,35.0,,
geoId-VNM,2013,322.0,153.0,134.0,35.0,,
geoId-VNM,2014,323.0,153.0,135.0,35.0,,
geoId-VNM,2015,326.0,154.0,135.0,35.0,,2.0
geoId-VNM,2016,327.0,155.0,135.0,35.0,,2.0
geoId-VNM,2017,327.0,155.0,135.0,35.0,,2.0
geoId-VNM,2019,324.0,151.0,134.0,34.0,2.0,3.0
geoId-VNM,2020,328.0,151.0,134.0,37.0,3.0,3.0
geoId-VNM,2021,327.0,152.0,134.0,35.0,2.0,4.0
