dia phuong,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông,Phổ thông cơ sở,Trung học
geoId-VNM,2002,206.0,110.0,65.0,5.0,21.0,5.0
geoId-VNM,2003,216.0,110.0,73.0,8.0,21.0,4.0
geoId-VNM,2004,218.0,111.0,74.0,8.0,20.0,5.0
geoId-VNM,2005,218.0,111.0,76.0,8.0,18.0,5.0
geoId-VNM,2006,218.0,108.0,74.0,9.0,21.0,6.0
geoId-VNM,2007,218.0,108.0,74.0,9.0,21.0,6.0
geoId-VNM,2008,210.0,99.0,74.0,9.0,22.0,6.0
geoId-VNM,2009,217.0,107.0,74.0,9.0,22.0,5.0
geoId-VNM,2010,222.0,110.0,77.0,10.0,20.0,5.0
geoId-VNM,2011,225.0,111.0,80.0,11.0,19.0,4.0
geoId-VNM,2012,226.0,112.0,80.0,11.0,19.0,4.0
geoId-VNM,2013,225.0,111.0,80.0,11.0,19.0,4.0
geoId-VNM,2014,226.0,112.0,80.0,11.0,19.0,4.0
geoId-VNM,2015,227.0,113.0,80.0,11.0,19.0,4.0
geoId-VNM,2016,221.0,105.0,76.0,11.0,25.0,4.0
geoId-VNM,2017,201.0,85.0,61.0,11.0,40.0,4.0
geoId-VNM,2019,195.0,80.0,57.0,10.0,44.0,4.0
geoId-VNM,2020,190.0,79.0,59.0,10.0,38.0,4.0
geoId-VNM,2021,185.0,74.0,56.0,10.0,41.0,4.0
