dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,275.4,253.6,246.6,259.0,278.6,291.8,301.0,319.0,347.5,350.8,307.6,321.3,319.9,328.7,325.7,328.9,321.6,320.4,327.2,331.9,326.7,316.6,326.7
