dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,641.9,755.2,797.7,867.6,920.1,952.6,976.5,1018.8,1052.6,1044.7,1024.3,1034.8,1035.7,1044.7,1052.9,1058.9,1071.4,1105.2,1125.9,1146.1,1125.3,1089.5,1097.7
