dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,124.9,115.4,111.3,104.5,162.6,98.4,107.2,59.3,118.9,132.7,136.5,127.6,112.1,121.5,107.5,182.6,113.5,111.7,109.1,102.8,115.8
