dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,27891.0,31419.0,33394.0,34914.0,39960.0,41976.0,45631.0,51287.0,54751.0,60316.0,63329.0,70432.0,73886.0,75214.0,74112.0,55401.0,57634.0,59232.0,56985.0,57217.0,58338.0
