dia phuong,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
geoId-VNM,138.4,101.3,116.7,96.1,150.9,85.8,117.8,62.5,122.1,157.0,121.4,121.6,100.9,119.0,105.4,109.4,106.8,104.0,103.6,97.5,114.6
