"Tỉnh, thành phố",1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VPC,47.3,36.3,44.1,38.9,48.8,45.0,59.8,51.5,49.7,40.9,34.0,35.8,28.8,27.7,10.5,27.6,24.1,23.6,24.4,27.7,26.3,21.2,21.6,23.8,24.8,23.8,21.0,19.7
geoId-YBI,4.8,6.7,6.4,7.3,9.1,12.5,12.7,11.6,12.9,12.3,12.7,14.7,15.1,15.1,14.9,14.1,12.7,14.8,15.4,15.4,16.5,16.9,17.1,16.6,17.0,18.2,17.9,18.3
geoId-DBN,,,,,,,,,,1.9,1.9,2.9,2.7,2.5,3.0,3.6,4.8,6.5,7.0,7.8,6.8,6.9,6.9,7.0,5.3,5.0,4.4,4.1
geoId-DNG,20.6,19.0,19.3,12.4,10.4,8.6,9.6,9.4,8.1,6.0,2.8,4.7,3.7,3.0,3.3,3.1,2.6,2.0,2.0,2.1,2.1,2.1,2.1,1.8,1.8,2.0,1.7,1.6
geoId-ST,11.4,14.5,20.7,18.6,20.4,21.8,35.6,16.5,17.7,17.1,15.5,12.6,12.6,17.4,17.5,16.0,14.5,11.1,9.9,8.0,8.0,10.2,9.1,10.3,15.1,9.3,8.5,7.6
geoId-DLK,36.3,26.0,25.8,24.5,25.5,26.9,25.0,34.2,36.8,25.0,23.5,30.1,39.8,31.1,34.6,34.2,33.0,36.5,35.3,30.7,39.3,56.1,69.7,99.5,119.8,146.4,139.8,144.5
geoId-DNG1,,,,,,,,,,9.2,19.0,50.3,45.7,56.7,71.7,76.9,80.8,84.7,99.2,92.7,96.6,97.9,87.1,87.1,89.8,93.4,96.2,98.3
geoId-MRD,123.0,143.9,145.5,85.6,125.4,124.1,144.8,209.9,183.3,219.0,236.2,271.5,279.5,243.1,279.4,307.1,386.0,512.6,459.9,557.5,494.5,454.9,542.4,559.1,568.6,520.7,398.9,122.5
geoId-RRD,566.8,552.4,562.7,482.6,613.9,547.4,491.0,494.5,454.7,397.1,376.7,347.2,327.6,291.8,195.1,247.0,242.4,228.0,213.2,204.1,201.8,176.7,169.9,168.5,170.0,156.3,139.5,133.1
geoId-DNI,3.0,,6.6,5.7,6.9,5.0,4.9,4.0,3.4,2.6,2.7,1.3,1.7,2.9,4.7,4.0,2.7,3.0,3.1,2.9,2.8,4.6,3.3,4.7,6.1,4.1,3.3,3.6
geoId-DTP,11.5,23.5,9.9,6.0,7.7,2.7,2.6,5.0,7.2,7.8,6.4,12.4,15.8,11.6,30.0,24.0,39.5,58.3,68.6,107.8,87.6,66.3,94.3,91.4,98.4,87.4,91.8,18.3
