dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,75.0,84.4,92.9,93.7,98.1,103.3,103.8,103.7,106.7,112.8,117.2,122.9,130.4,138.1,144.5,157.5,174.0,188.2,204.9,215.5,231.9,250.8,266.3,262.1,268.3,281.4,279.2
