dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,105.5,110.7,107.8,103.5,101.9,103.4,100.2,100.1,101.4,104.8,101.0,103.8,102.3,104.2,102.6,112.0,98.8,103.4,102.9,106.4,110.3,101.7,104.1,96.9,100.7,103.7,98.7
