dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,96.8,96.3,98.0,98.4,93.7,95.2,97.7,99.0,98.5,101.4,100.5,99.0,97.1,101.0,100.0,96.7,98.2,97.3,93.4,98.8,98.5,102.5,98.2,97.5,95.5,95.6,90.7
