dia phuong,1995-1996,1996-1997,1997-1998,1998-1999,1999-2000,2000-2001,2001-2002,2002-2003,2003-2004,2004-2005,2005-2006,2006-2007,2007-2008,2008-2009,2009-2010,2010-2011,2011-2012,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
geoId-VNM,104.9,108.3,107.9,99.6,97.8,100.6,98.2,98.7,101.4,107.2,104.2,104.0,102.7,107.0,104.9,105.2,108.5,107.0,101.8,103.9,106.0,110.8,104.3,96.0,97.7,100.3,90.0
