dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,14.0,16.7,16.4,19.3,19.1,23.1,22.2,25.3,26.3,27.4,25.1,27.82,27.05,25.59
