dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,53.0,67.3,69.4,77.7,76.3,73.0,75.9,78.7,75.8,72.6,76.4,77.79,79.02,80.91
