dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,16.2,13.5,15.3,17.1,23.9,21.7,19.1,20.2,22.5,21.3,20.7,21.07,24.53,28.33
