dia phuong,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,14.9,13.5,14.8,16.7,18.4,18.0,18.0,18.5,18.6,17.9,17.7,17.94,23.63,23.4
