dia phuong,2010-2011,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,Sơ bộ 2021-2022
geoId-VNM,15.6,15.6,16.3,16.4,16.8,17.6,18.6,19.7,20.6,20.8
