dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,364286.0,324940.0,368629.0,392359.0,413319.0,425225.0,453106.0,468411.0,463566.0,461107.0,518787.0,491046.0,534559.0
