dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,7031.0,7286.0,9397.0,11019.0,8012.0,9112.0,10073.0,10731.0,7739.0,6730.0,6987.0,5679.0,5654.0
