dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,5150.0,4963.0,6566.0,5724.0,7158.0,7721.0,8021.0,7022.0,4890.0,3675.0,4382.0,4115.0,4502.0
