dia phuong,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,8123.0,7534.0,10869.0,9356.0,5767.0,8725.0,7661.0,8476.0,7067.0,7115.0,7232.0,5706.0,5727.0
