Địa phương,Năm,Tổng số,Tiểu học,Trung học cơ sở,Trung học phổ thông
geoId-YBI,2004,1754.0,970.0,662.0,122.0
geoId-YBI,2005,1786.0,970.0,675.0,141.0
geoId-YBI,2006,1784.0,940.0,696.0,148.0
geoId-YBI,2007,1799.0,924.0,719.0,156.0
geoId-YBI,2008,1758.0,875.0,676.0,207.0
geoId-YBI,2009,1911.0,929.0,784.0,198.0
geoId-YBI,2010,2063.0,1032.0,813.0,218.0
geoId-YBI,2012,2178.0,1139.0,834.0,205.0
geoId-YBI,2013,2247.0,1199.0,827.0,221.0
geoId-YBI,2014,2285.0,1214.0,848.0,223.0
geoId-YBI,2015,2262.0,1222.0,822.0,218.0
geoId-YBI,2016,2199.0,1199.0,799.0,201.0
geoId-YBI,2017,2147.0,1183.0,763.0,201.0
geoId-YBI,2019,2079.0,1141.0,736.0,202.0
geoId-YBI,2020,2050.0,1135.0,718.0,197.0
geoId-YBI,2021,2004.0,1114.0,692.0,198.0
geoId-DBN,2004,1711.0,1372.0,301.0,38.0
geoId-DBN,2005,1671.0,1309.0,301.0,61.0
geoId-DBN,2006,1689.0,1309.0,325.0,55.0
geoId-DBN,2007,1749.0,1227.0,455.0,67.0
geoId-DBN,2008,1961.0,1373.0,536.0,52.0
geoId-DBN,2009,2242.0,1536.0,627.0,79.0
geoId-DBN,2010,2567.0,1825.0,647.0,95.0
geoId-DBN,2012,3359.0,2430.0,828.0,101.0
geoId-DBN,2013,3114.0,2170.0,769.0,175.0
geoId-DBN,2014,3171.0,2230.0,774.0,167.0
geoId-DBN,2015,3173.0,2246.0,737.0,190.0
geoId-DBN,2016,3306.0,2273.0,850.0,183.0
geoId-DBN,2017,3371.0,2305.0,875.0,191.0
geoId-DBN,2019,3464.0,2287.0,942.0,235.0
geoId-DBN,2020,3550.0,2338.0,982.0,230.0
geoId-DBN,2021,3574.0,2325.0,997.0,252.0
geoId-DLK,2004,1514.0,1099.0,326.0,89.0
geoId-DLK,2005,1395.0,1019.0,288.0,88.0
geoId-DLK,2006,1444.0,1035.0,301.0,108.0
geoId-DLK,2007,1555.0,1043.0,370.0,142.0
geoId-DLK,2008,1615.0,1061.0,421.0,133.0
geoId-DLK,2009,1809.0,1149.0,462.0,198.0
geoId-DLK,2010,1870.0,1176.0,479.0,215.0
geoId-DLK,2012,1977.0,1256.0,498.0,223.0
geoId-DLK,2013,2017.0,1378.0,400.0,239.0
geoId-DLK,2014,2179.0,1353.0,560.0,266.0
geoId-DLK,2015,2248.0,1405.0,576.0,267.0
geoId-DLK,2016,2316.0,1443.0,590.0,283.0
geoId-DLK,2017,2276.0,1433.0,569.0,274.0
geoId-DLK,2019,2142.0,1314.0,558.0,270.0
geoId-DLK,2020,2100.0,1276.0,557.0,267.0
geoId-DLK,2021,2068.0,1250.0,540.0,278.0
geoId-DNG1,2004,241.0,174.0,51.0,16.0
geoId-DNG1,2005,245.0,188.0,45.0,12.0
geoId-DNG1,2006,260.0,190.0,49.0,21.0
geoId-DNG1,2007,332.0,241.0,73.0,18.0
geoId-DNG1,2008,335.0,198.0,102.0,35.0
geoId-DNG1,2009,462.0,299.0,114.0,49.0
geoId-DNG1,2010,533.0,322.0,139.0,72.0
geoId-DNG1,2012,581.0,338.0,168.0,75.0
geoId-DNG1,2013,630.0,368.0,179.0,83.0
geoId-DNG1,2014,642.0,377.0,181.0,84.0
geoId-DNG1,2015,656.0,376.0,198.0,82.0
geoId-DNG1,2016,684.0,397.0,201.0,86.0
geoId-DNG1,2017,656.0,381.0,186.0,89.0
geoId-DNG1,2019,650.0,348.0,202.0,100.0
geoId-DNG1,2020,683.0,370.0,211.0,102.0
geoId-DNG1,2021,673.0,374.0,201.0,98.0
geoId-DNI,2004,,,,
geoId-DNI,2005,,,,
geoId-DNI,2006,112.0,53.0,41.0,18.0
geoId-DNI,2007,128.0,57.0,48.0,23.0
geoId-DNI,2008,159.0,63.0,57.0,39.0
geoId-DNI,2009,793.0,546.0,183.0,64.0
geoId-DNI,2010,285.0,106.0,86.0,93.0
geoId-DNI,2012,187.0,91.0,66.0,30.0
geoId-DNI,2013,244.0,117.0,94.0,33.0
geoId-DNI,2014,269.0,136.0,100.0,33.0
geoId-DNI,2015,280.0,142.0,99.0,39.0
geoId-DNI,2016,293.0,149.0,102.0,42.0
geoId-DNI,2017,292.0,152.0,100.0,40.0
geoId-DNI,2019,423.0,213.0,133.0,77.0
geoId-DNI,2020,433.0,217.0,140.0,76.0
geoId-DNI,2021,445.0,222.0,147.0,76.0
