dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,470.0,868.0,978.0,1077.0,1357.1,1583.0,1914.0,2503.0,2954.0,3279.0,3403.0,3837.0,4612.0,5001.0,7497.9,8414.5,8084.9,8405.4,9251.9,10739.0,12543.0,15523.0,17914.0,20238.5,21969.5,31279.6,31590.3,34146.5
