dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,1290.4,1341.6,1433.3,1426.1,1441.4,1418.0,1499.7,1507.8,1551.5,1646.9,1616.7,1744.4,1763.8,1970.8,1967.66,1856.5,1906.49
