dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,151.4,180.5,204.8,228.0,262.0,270.0,284.0,269.2,323.7,345.5,324.0,330.2,307.6,346.8,338.73,284.6,313.21
