dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,349.9,384.6,365.6,364.7,439.2,480.6,479.9,503.4,496.4,543.8,566.1,529.9,587.3,612.3,604.43,597.9,597.59
