dia phuong,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,121.0,108.2,94.2,95.4,118.7,106.7,108.2,119.0,110.4,121.9,135.0,134.3,146.6,163.2,165.35,169.0,183.58
