dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,,,,,,100.0,,104.3,107.6,115.9,125.5,134.9,146.3,179.64,192.0,209.64,248.6,271.49,287.37,299.12,301.01,309.02,319.92,331.23,340.48,351.47,357.92,369.19
