dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,100.5,100.3,100.6,101.0,99.4,99.8,100.5,100.2,100.1,100.3,100.8,100.3,100.5,100.18,100.62,101.31,100.82,102.2,101.06,100.4,99.79,100.54,100.59,100.59,100.32,100.12,99.38,100.4
