dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,,,,,,98.4,,103.9,103.1,107.8,108.3,107.5,108.3,122.97,106.88,109.19,118.58,109.21,106.6,104.09,100.63,102.66,103.53,103.54,102.79,103.23,101.84,103.15
