dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,,,,,,,,,,,100.0,105.74,114.51,140.81,150.49,164.32,194.84,212.79,230.6,240.04,241.56,247.98,256.73,265.81,273.23,282.05,287.23,296.27
