dia phuong,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,103.4,102.5,101.8,102.2,101.9,101.6,100.4,102.2,102.2,103.0,102.5,102.1,102.2,103.56,101.17,101.96,102.09,101.37,101.32,100.55,99.95,100.42,100.23,100.73,100.8,99.83,101.52,101.0
