dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,27754,27759,27752,,27746,27759,27754,27757.0,27755,27755,27753,27792,27763.0,27785.0,27770.0,27750.0,27757.0,27696.0,27697.0,27696.0,27700.0
