dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,1566,1551,1559,1543.0,1519,1550,1534,1525.0,1525,1496,1511,1518,1518.0,1492.0,1494.0,1464.0,1379.0,1329.0,1260.0,1212.0,1175.0
