dia phuong,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
geoId-VNM,930,850,678,890.0,883,987,899,854.0,876,876,870,890,497.0,627.0,690.0,802.0,834.0,434.0,892.0,620.0,902.0
