dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,2208.0,3000.0,59.15
geoId-VNM,2003,,2216.0,2458.0,62.729
geoId-VNM,2004,294.0,2208.0,2453.0,62.817
geoId-VNM,2005,296.0,2172.0,2821.0,61.741
geoId-VNM,2006,297.0,2156.0,2507.0,62.4
geoId-VNM,2007,298.0,2390.0,2749.0,62.6
geoId-VNM,2008,299.0,2144.0,2651.0,64.2
geoId-VNM,2009,299.0,2137.0,2692.0,62.2
geoId-VNM,2010,299.0,2189.0,2585.0,67.9
geoId-VNM,2011,299.0,2325.0,3084.0,72.22
geoId-VNM,2012,299.0,2332.0,3203.0,72.588
geoId-VNM,2013,301.0,2315.0,4065.0,71.746
geoId-VNM,2014,301.0,2331.0,4095.0,72.086
geoId-VNM,2015,302.0,2676.0,4139.0,78.102
geoId-VNM,2016,302.0,2901.0,4416.0,82.823
geoId-VNM,2017,305.0,2822.0,4427.0,86.136
geoId-VNM,2018,294.0,2573.0,3213.0,84.942
geoId-VNM,2020,299.0,2554.0,3925.0,76.802
geoId-VNM,2021,300.0,2500.0,4351.0,73.549
