dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,24818.0,30393.0,585.799
geoId-VNM,2003,,24482.0,27848.0,575.802
geoId-VNM,2004,3034.0,23876.0,27655.0,571.556
geoId-VNM,2005,3100.0,24323.0,29483.0,594.514
geoId-VNM,2006,3188.0,24137.0,28560.0,597.2
geoId-VNM,2007,3167.0,23947.0,30840.0,592.0
geoId-VNM,2008,3213.0,24613.0,32509.0,638.1
geoId-VNM,2009,3213.0,24460.0,33781.0,652.2
geoId-VNM,2010,3291.0,25226.0,35934.0,667.7
geoId-VNM,2011,3311.0,26071.0,37916.0,703.348
geoId-VNM,2012,3325.0,26935.0,39029.0,750.413
geoId-VNM,2013,3338.0,26976.0,43796.0,753.63
geoId-VNM,2014,3391.0,27982.0,44903.0,773.836
geoId-VNM,2015,3441.0,29170.0,49119.0,826.586
geoId-VNM,2016,3490.0,31707.0,52481.0,934.196
geoId-VNM,2017,3552.0,33037.0,55693.0,969.26
geoId-VNM,2018,3577.0,31962.0,54184.0,943.286
geoId-VNM,2020,3595.0,34338.0,60617.0,968.169
geoId-VNM,2021,3573.0,34517.0,62057.0,923.095
