dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,504.0,179.0,14.218
geoId-VNM,2003,,602.0,807.0,14.961
geoId-VNM,2004,104.0,568.0,748.0,17.824
geoId-VNM,2005,114.0,668.0,816.0,19.244
geoId-VNM,2006,117.0,729.0,837.0,20.9
geoId-VNM,2007,117.0,733.0,843.0,20.8
geoId-VNM,2008,117.0,893.0,907.0,22.8
geoId-VNM,2009,117.0,721.0,993.0,23.8
geoId-VNM,2010,115.0,716.0,981.0,24.6
geoId-VNM,2011,116.0,740.0,1012.0,26.383
geoId-VNM,2012,123.0,820.0,1137.0,28.321
geoId-VNM,2013,123.0,841.0,1255.0,29.809
geoId-VNM,2014,125.0,875.0,1276.0,29.787
geoId-VNM,2015,131.0,982.0,1426.0,30.433
geoId-VNM,2016,132.0,1547.0,1565.0,34.274
geoId-VNM,2017,134.0,1216.0,1686.0,35.926
geoId-VNM,2018,138.0,1134.0,1962.0,36.522
geoId-VNM,2020,136.0,1201.0,2027.0,35.245
geoId-VNM,2021,132.0,1123.0,1915.0,26.489
