dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,437.0,550.0,9.755
geoId-VNM,2003,,615.0,746.0,13.25
geoId-VNM,2004,40.0,491.0,440.0,9.676
geoId-VNM,2005,52.0,584.0,851.0,13.323
geoId-VNM,2006,81.0,779.0,966.0,14.3
geoId-VNM,2007,106.0,998.0,1232.0,18.2
geoId-VNM,2008,114.0,1129.0,1397.0,20.9
geoId-VNM,2009,124.0,1267.0,1360.0,24.6
geoId-VNM,2010,127.0,1349.0,1727.0,26.5
geoId-VNM,2011,129.0,1446.0,1885.0,28.5
geoId-VNM,2012,135.0,1449.0,1802.0,30.541
geoId-VNM,2013,139.0,1479.0,2174.0,31.181
geoId-VNM,2014,139.0,1517.0,2371.0,33.352
geoId-VNM,2015,139.0,1559.0,2482.0,35.611
geoId-VNM,2016,138.0,1546.0,2514.0,36.967
geoId-VNM,2017,136.0,1525.0,2381.0,37.394
geoId-VNM,2018,117.0,1482.0,2420.0,36.812
geoId-VNM,2020,114.0,1432.0,2357.0,35.191
geoId-VNM,2021,114.0,1389.0,2264.0,33.79
