dia phuong,Năm,Trường học (Trường),Lớp học (Lớp),Giáo viên (Người),Học sinh (Nghìn học sinh)
geoId-VNM,2002,,894.0,1331.0,20.966
geoId-VNM,2003,,935.0,1163.0,21.254
geoId-VNM,2004,134.0,951.0,1226.0,21.923
geoId-VNM,2005,140.0,1007.0,1272.0,23.432
geoId-VNM,2006,144.0,966.0,1244.0,22.9
geoId-VNM,2007,148.0,1012.0,1383.0,23.8
geoId-VNM,2008,151.0,1025.0,1457.0,24.7
geoId-VNM,2009,158.0,1015.0,1576.0,24.3
geoId-VNM,2010,157.0,1040.0,1740.0,25.3
geoId-VNM,2011,157.0,1066.0,1852.0,26.573
geoId-VNM,2012,160.0,1088.0,1962.0,28.149
geoId-VNM,2013,162.0,1107.0,2166.0,28.264
geoId-VNM,2014,164.0,1154.0,2123.0,28.911
geoId-VNM,2015,164.0,1169.0,2187.0,30.007
geoId-VNM,2016,164.0,1208.0,2257.0,33.118
geoId-VNM,2017,167.0,1254.0,2317.0,34.513
geoId-VNM,2018,163.0,1133.0,2377.0,28.328
geoId-VNM,2020,167.0,1339.0,2298.0,34.52
geoId-VNM,2021,167.0,1384.0,2426.0,34.398
