dia phuong,2000,2001,2002,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,57.5,56.89,61.96,78.65,59.8,64.08,59.75,64.05,65.81,71.99,71.3,79.22,80.24,79.55,78.86,92.83,89.98
