dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,108.2,108.5,108.9,107.52,107.6,112.28,104.29,108.5,107.32,102.25,107.84,103.84,105.61,104.68,105.44,101.24,104.55,103.62
