dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,112.92,113.36,112.37,109.78,102.76,108.38,112.59,108.38,106.5,106.5,109.19,111.14,112.13,111.48,109.59,104.99,105.37,108.19
