dia phuong,2000,2001,2002,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,72.87,71.18,71.33,72.77,68.82,66.47,66.15,67.8,67.33,69.99,69.14,68.13,66.82,66.41,65.45,65.1,63.72
