dia phuong,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,116.24,109.68,110.64,110.5,107.17,108.18,112.02,111.6,108.22,109.81,109.5,108.72,107.03,107.88,108.34,106.49,104.61,107.33
