dia phuong,2000,2001,2002,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2022
geoId-VNM,27.65,29.15,31.14,34.52,35.16,30.57,28.65,28.3,28.4,30.18,29.89,30.54,30.34,30.36,30.28,31.04,30.79
